,brandName,price,engine,pradesh,lotNumber,mileage,kmRun,makeYear
493,Yamaha,170000,150,Bagmati,66,40,50000,2012
494,Hero,95000,110,Bagmati,107,45,22000,2015
495,Bajaj,190000,150,Bagmati,116,45,11955,2020
496,Honda,140000,160,Bagmati,81,40,42000,2016
497,Hero,48000,100,Bagmati,39,40,28000,2016
498,Bajaj,60000,180,Bagmati,22,35,35752,2007
499,Bajaj,55000,150,Bagmati,36,35,49000,2009
500,Royal Enfield,465000,350,Bagmati,113,35,25000,2019
501,Bajaj,95000,125,Bagmati,59,45,25000,2013
502,Royal Enfield,340000,350,Bagmati,81,30,32000,2016
503,KTM,250000,200,Bagmati,80,30,30000,2016
504,Honda,190000,200,Bagmati,134,40,3100,2022
505,Royal Enfield,295000,350,3,67,30,25000,2006
506,Honda,140000,160,Bagmati,73,45,30000,2016
507,Bajaj,190000,150,Bagmati,111,35,22000,2019
508,Bajaj,285000,160,4,21,45,4000,2021
509,Yamaha,70000,150,Gandaki,6,38,100000,2012
510,Honda,820000,350,Bagmati,29,38,3600,2022
511,Honda,73000,150,Bagmati,66,40,46000,2014
513,Bajaj,150000,200,Bagmati,84,28,35000,2017
514,Bajaj,380000,250,Bagmati,122,26,14200,2021
515,Honda,80000,150,Bagmati,41,40,59000,2010
516,Honda,30000,100,Bagmati,14,54,50000,2004
517,Aprilia,185000,150,Bagmati,134,35,16000,2019
518,Bajaj,215000,150,Bagmati,121,45,13000,2021
519,Yamaha,155000,150,Bagmati,81,46,27000,2018
520,Honda,128000,110,Bagmati,92,30,15400,2017
521,Honda,108000,110,Bagmati,82,30,18600,2016
522,Aprilia,235000,150,Bagmati,129,36,8000,2021
523,Yamaha,115000,100,Gandaki,1,25,20000,1966
524,Honda,75000,150,Bagmati,46,42,51000,2011
525,Bajaj,135000,150,Bagmati,85,45,60000,2018
526,KTM,325000,250,Bagmati,95,30,19000,2018
527,Honda,42000,110,Bagmati,36,35,36000,2009
528,Benelli,850000,300,Bagmati,33,25,8500,2019
529,Bajaj,205000,220,Bagmati,111,40,58000,2019
530,Bajaj,93000,150,Bagmati,64,40,58000,2015
531,Bajaj,228000,160,Bagmati,129,45,8000,2021
532,Bajaj,124000,150,Bagmati,89,40,8000,2017
533,Bajaj,205000,220,Bagmati,110,40,20000,2019
534,Bajaj,268000,220,Bagmati,127,40,7000,2021
535,Honda,60000,125,Bagmati,38,48,48200,2009
536,Bajaj,155000,150,Bagmati,103,40,20000,2018
537,Bajaj,129900,200,Bagmati,73,35,8000,2016
538,Honda,115000,125,Bagmati,1,50,35000,1982
539,Bajaj,210000,200,3,112,30,35000,2019
540,Bajaj,250000,200,Bagmati,112,35,16000,2019
541,TVS,145000,125,Bagmati,99,30,25000,2018
542,Bajaj,228000,150,Bagmati,133,45,5000,2021
543,Cross X,850000,250,Bagmati,138,25,1100,2022
544,Yamaha,150000,150,Bagmati,89,45,27000,2017
545,Aprilia,250000,150,4,21,30,17000,2021
546,Crossfire,320000,250,Bagmati,37,20,16000,2019
547,Suzuki,105000,155,Bagmati,37,45,37000,2017
548,KTM,485000,200,Bagmati,134,35,4300,2022
549,Royal Enfield,575000,350,Koshi,80,40,5300,2022
550,Honda,177000,110,Bagmati,118,40,11500,2020
551,Bajaj,145000,150,Bagmati,101,40,20500,2018
552,TVS,150000,200,Bagmati,85,40,27000,2017
553,Hero,48000,100,Bagmati,34,25,34000,2012
554,Honda,110000,110,Bagmati,74,35,26000,2016
555,Benelli,155000,150,Bheri,11,40,18000,2020
556,Honda,80000,150,Bagmati,31,55,27000,2013
557,Bajaj,450000,400,Bagmati,123,27,9000,2021
558,Yamaha,450000,155,Bagmati,132,45,6000,2021
559,Yamaha,305000,150,Bagmati,106,45,28000,2019
560,Crossfire,460000,250,Bagmati,119,25,6000,2020
561,Yamaha,189000,250,Bagmati,93,35,26000,2017
562,Honda,100000,120,Bagmati,70,40,36000,2015
563,Yamaha,125000,110,Bagmati,109,35,13794,2019
564,TVS,245000,200,Bagmati,119,35,20500,2020
565,Vespa,185000,125,Bagmati,99,45,18500,2019
566,Honda,90000,110,Bagmati,66,40,39000,2014
567,Royal Enfield,498000,350,Bagmati,126,35,3000,2021
568,Royal Enfield,298000,350,Bagmati,126,30,28000,2015
569,Honda,159000,125,Bagmati,109,35,28000,2019
570,Bajaj,205000,200,Bagmati,109,40,17000,2019
571,Suzuki,90000,155,Bagmati,64,38,64000,2014
572,Hero,279999,200,Bagmati,113,40,9364,2019
573,Royal Enfield,495000,350,Bagmati,23,30,17000,2020
574,KTM,245000,200,Bagmati,75,35,18515,2017
575,Honda,113000,110,Bagmati,75,30,18515,2016
576,Bajaj,235000,220,Bagmati,114,40,11000,2018
577,Bajaj,175000,200,Bagmati,91,30,11000,2018
578,Honda,133000,110,Bagmati,95,45,17600,2017
579,Yamaha,75000,125,Bagmati,83,35,25000,2017
580,Bajaj,200000,150,Gandaki,115,43,18000,2020
581,TVS,200000,125,Bagmati,25,30,8500,2021
582,KTM,350000,200,Bagmati,89,35,30000,2017
583,Suzuki,425000,200,Bagmati,41,35,76000,2010
584,Bajaj,220000,200,Bagmati,110,30,17500,2019
585,Bajaj,220000,150,Bagmati,36,50,6000,2022
586,Bajaj,115000,200,Bagmati,54,30,39000,2014
587,Suzuki,99000,150,Bagmati,73,40,35000,2016
588,Honda,115000,110,Bagmati,79,35,26500,2016
589,Yamaha,115000,110,Bagmati,95,35,20000,2017
590,Bajaj,210000,200,Koshi,43,35,23000,2020
591,Honda,309000,150,Bagmati,94,55,30000,2018
592,Yamaha,340000,155,Bagmati,27,45,18000,2020
593,Honda,95000,150,Bagmati,59,40,30000,2013
594,Bajaj,255000,200,Bagmati,120,35,9000,2020
595,TVS,199999,160,3,10,45,14000,2020
596,Honda,115900,125,Bagmati,90,35,28000,2017
597,KTM,260000,200,Bagmati,79,33,33000,2016
598,Yamaha,249000,150,Bagmati,127,45,33000,2021
599,Suzuki,390000,250,Bagmati,57,22,29600,2013
600,Bajaj,85000,150,Bagmati,59,35,40000,2014
601,Yamaha,180000,250,Bagmati,93,45,40000,2018
602,Bajaj,100000,220,Bagmati,44,35,31000,2010
603,Honda,405000,250,Bagmati,93,35,20000,2018
604,Yamaha,190000,250,Bagmati,94,30,38000,2018
605,Benelli,470000,300,Bagmati,86,25,29000,2018
606,Crossfire,330000,250,Bagmati,87,20,35000,2017
607,Bajaj,200000,220,2,101,30,28000,2018
608,Honda,59000,220,Bagmati,48,40,28000,2010
609,Bajaj,124990,150,Bagmati,82,40,38000,2017
610,KTM,420000,200,1,145,35,10000,2020
611,Hero,80000,110,Bagmati,81,38,38000,2016
612,Bajaj,248000,200,Bagmati,115,40,15000,2020
613,KTM,250000,200,Bagmati,75,28,54000,2016
614,Honda,50000,200,Narayani,21,40,54000,2008
615,Bajaj,520000,400,2,18,30,12000,2021
616,Bajaj,55000,125,Bagmati,23,45,12000,2006
617,TVS,150000,200,Bagmati,84,35,40000,2017
618,Yamaha,90000,150,Bagmati,64,40,40000,2014
619,Bajaj,150000,160,3,104,30,21000,2017
620,Honda,130000,160,Bagmati,57,35,25000,2017
621,Bajaj,155000,220,Bagmati,80,35,38000,2016
622,Mahindra,43500,110,Bagmati,57,45,27560,2013
623,Yamaha,215000,125,Bagmati,130,65,4000,2020
624,Suzuki,300000,155,Bagmati,127,45,5630,2021
625,Bajaj,168000,200,Bagmati,74,35,26000,2015
626,Bajaj,138000,160,Bagmati,83,35,16000,2017
627,Bajaj,350000,250,Mechi,14,35,14000,2021
628,Hero,109000,125,Bagmati,102,45,29000,2019
629,Hero,72000,125,Bagmati,72,40,23000,2016
630,Yamaha,355000,155,Bagmati,122,51,8400,2021
631,Suzuki,80000,150,Bagmati,71,35,40000,2015
632,TVS,222222,125,Bagmati,131,35,10000,2021
633,Bajaj,160000,200,Bagmati,78,35,31000,2016
634,Honda,110000,110,Bagmati,87,40,25000,2017
635,Royal Enfield,380000,350,Bagmati,87,37,26000,2017
636,Bajaj,150000,200,Bagmati,65,40,30000,2018
637,Royal Enfield,300000,350,Bagmati,65,30,23000,2017
638,Honda,230000,150,Bagmati,124,40,9000,2021
639,Bajaj,275000,220,Bagmati,127,35,8000,2021
640,Royal Enfield,520000,350,Bagmati,113,25,10200,2019
641,Yamaha,185000,150,Bagmati,96,45,32000,2018
642,Yamaha,310000,250,Bagmati,106,35,19000,2018
643,Crossfire,329999,250,Bagmati,87,20,30000,2017
644,Bajaj,290000,220,Lumbini,78,40,8000,2021
645,Honda,150000,110,Bagmati,88,35,9000,2017
646,Bajaj,170000,200,Bagmati,92,32,31000,2017
647,Yamaha,75000,160,Bagmati,52,40,30000,2012
648,Crossfire,550000,250,Bagmati,113,20,6500,2019
649,KTM,220000,200,Bagmati,71,25,36000,2016
650,Aprilia,180000,150,Bagmati,111,30,19500,2017
651,Bajaj,300000,220,Gandaki,101,40,7700,2021
652,Crossfire,390000,250,Bagmati,20,25,10000,2019
653,Bajaj,75000,180,Bagmati,48,25,48000,2011
654,Yamaha,300000,150,Bagmati,109,50,15000,2019
655,Bajaj,580000,400,Lumbini,79,35,7000,2018
656,Bajaj,200000,150,Bagmati,95,30,25000,2019
657,TVS,230000,160,Janakpur,95,50,15000,2020
658,Honda,200000,110,Bagmati,135,45,4000,2022
659,Honda,95000,125,Bagmati,64,50,279243,2014
660,Bajaj,152000,220,Bagmati,90,30,32000,2017
661,Honda,50000,110,Bagmati,41,37,30852,2010
662,TVS,185000,125,Bagmati,136,30,6000,2022
663,Royal Enfield,385000,350,Bagmati,92,35,16399,2018
664,Bajaj,75000,150,Bagmati,40,40,62000,2010
665,Royal Enfield,475000,350,Bagmati,24,35,7200,2021
666,Honda,80000,150,Bagmati,55,40,40000,2013
667,Vespa,140000,150,Bagmati,76,32,32000,2016
668,Bajaj,330000,200,Bagmati,133,35,5300,2020
669,Bajaj,325000,220,Bagmati,30,45,3300,2021
670,Honda,138900,110,Bagmati,92,38,28536,2017
671,Yamaha,65000,150,Bagmati,54,50,3600,2014
672,Honda,55000,125,Bagmati,27,40,60000,2008
673,Yamaha,220000,150,Bagmati,109,45,27000,2019
674,Bajaj,200000,220,Bagmati,116,35,27000,2019
675,Hero,256000,200,Bagmati,14,40,23000,2020
676,Bajaj,155000,220,Bagmati,90,33,40000,2018
677,Royal Enfield,499000,350,Bagmati,15,40,22000,2020
678,Royal Enfield,400000,350,Bagmati,81,35,70000,2017
679,Bajaj,225000,150,Bagmati,132,35,18000,2021
680,Motorhead,300000,200,Bagmati,126,40,11000,2021
681,Yamaha,275000,150,Bagmati,128,50,10000,2021
682,Honda,90000,150,Bagmati,67,50,10000,2015
683,Honda,65000,110,Bagmati,42,35,28800,2011
684,Yamaha,210000,150,Bagmati,122,58,8000,2021
685,Yamaha,110000,150,Bagmati,66,40,4400,2014
686,Motorhead,210000,150,Bagmati,128,38,4200,2021
687,Bajaj,160000,200,Bagmati,84,35,29700,2016
688,Honda,175000,125,2,122,40,10000,2021
689,TVS,287000,200,Bagmati,132,40,10354,2021
690,Royal Enfield,385000,500,Narayani,15,28,10354,2005
691,Yamaha,244999,250,Bagmati,105,30,18000,2018
692,Yamaha,40000,125,Bagmati,19,45,20200,2006
693,Honda,985000,250,Bagmati,77,30,22000,2016
694,Bajaj,168000,200,Bagmati,84,35,22000,2017
695,Bajaj,115000,220,Bagmati,65,35,12300,2014
696,Crossfire,480000,250,Bagmati,119,18,7500,2020
697,TVS,88000,160,Bagmati,54,40,28000,2013
698,Yamaha,240000,250,Bagmati,1,28,14000,2018
699,Honda,118000,125,Bagmati,72,50,37960,2016
700,Honda,138900,110,Bagmati,93,35,23878,2017
701,Honda,175900,150,Bagmati,113,45,16027,2019
702,TVS,205000,160,Lumbini,67,40,18000,2020
703,Bajaj,210000,200,Bagmati,110,28,30000,2020
704,Crossfire,480000,250,Bagmati,109,20,30000,2019
705,Bajaj,210000,200,Bagmati,96,35,35000,2018
706,Suzuki,260000,155,Bagmati,118,50,14000,2019
707,TVS,255000,160,Bagmati,128,35,7800,2021
708,Honda,60000,150,Bagmati,62,45,11000,2009
709,Hero,330000,200,Bagmati,24,45,5000,2021
710,Bajaj,260000,200,Bagmati,21,35,6600,2020
711,Benelli,500000,200,Bagmati,92,20,6600,2017
712,Royal Enfield,320000,400,Gandaki,12,30,23250,2016
713,Bajaj,205000,200,Bagmati,91,20,28000,2018
714,Crossfire,200000,250,2,7,25,2100,2014
715,Bajaj,155000,200,Bagmati,80,28,43000,2016
716,Bajaj,180000,220,Bagmati,93,40,30200,2017
717,Suzuki,139900,125,Bagmati,10,45,32000,2019
718,Cfmoto,145000,150,Bagmati,94,45,19000,2017
719,KTM,235000,200,Bagmati,73,30,30000,2016
720,Bajaj,190000,220,Bagmati,89,33,34000,2017
721,Bajaj,240000,220,Bagmati,110,35,26000,2019
722,Bajaj,285000,220,Bagmati,129,35,7500,2021
723,Bajaj,135000,220,Bagmati,77,40,26500,2016
724,Honda,185000,110,3,121,30,8000,2020
725,TVS,115000,180,Bagmati,71,33,30996,2014
726,Um,70000,125,Bagmati,90,30,13000,2017
727,Aprilia,138000,150,Bagmati,84,32,17230,2017
728,Bajaj,379000,220,Bagmati,37,35,2500,2022
729,Motorhead,300000,250,Bagmati,29,30,7728,2021
730,Royal Enfield,365000,350,Bagmati,98,30,25000,2018
731,Royal Enfield,365000,350,Bagmati,95,30,14000,2018
732,Yamaha,98000,150,Bagmati,90,35,9699,2015
733,Honda,115000,110,Bagmati,74,45,35000,2016
734,Honda,109999,110,Bagmati,78,35,44000,2016
735,TVS,95000,160,Bagmati,65,45,42000,2014
736,Royal Enfield,400000,350,Bagmati,86,30,20000,2017
737,Bajaj,175000,150,Bagmati,112,45,10000,2019
738,Bajaj,210000,200,Bagmati,112,35,23000,2019
739,Suzuki,118000,150,Bagmati,77,40,28000,2016
740,Honda,73000,125,Bagmati,33,55,33000,2009
741,Bajaj,285000,200,Gandaki,18,35,9638,2021
742,Honda,85000,150,Bagmati,56,45,25000,2014
743,Bajaj,120000,220,Bagmati,62,33,33000,2014
744,Bajaj,240999,200,Bagmati,113,35,10000,2020
745,Honda,74900,125,Bagmati,48,45,49000,2012
746,TVS,99999,160,Bagmati,60,45,35000,2014
747,TVS,200000,160,Bagmati,120,40,30000,2020
748,Crossfire,405000,250,Bagmati,110,38,3840,2019
749,Honda,50000,160,Bagmati,35,50,66523,2008
750,Yamaha,190000,150,Bagmati,106,35,24000,2019
751,Honda,78000,150,Bagmati,69,40,37000,2015
752,Bajaj,50000,135,Bagmati,55,45,70000,2015
753,Bajaj,295000,200,Bagmati,125,31,6000,2021
754,Bajaj,200000,200,Gandaki,15,30,34000,2018
755,Bajaj,130000,220,Bagmati,79,37,45000,2017
756,Hero,160000,125,Bagmati,125,55,9000,2021
757,Bajaj,420000,400,Bagmati,122,23,13000,2021
758,Suzuki,160000,155,Bagmati,87,48,17000,2018
759,TVS,100000,200,Bagmati,81,30,30000,2022
760,KTM,645000,390,Bagmati,84,28,14824,2017
761,Bajaj,265000,200,Bagmati,19,32,12000,2020
762,Yamaha,220000,125,Bagmati,132,50,7800,2021
763,Bajaj,95000,150,Bagmati,57,40,8000,2013
764,Honda,65000,110,Bagmati,54,50,44000,2017
765,Honda,120000,110,Bagmati,76,30,33000,2018
766,Honda,140000,220,Bagmati,88,45,17000,2017
767,TVS,215000,125,Bagmati,18,33,12500,2021
768,Vespa,190000,125,Bagmati,97,30,15000,2018
769,Hero,125000,110,Bagmati,105,35,14500,2018
770,Bajaj,130000,150,Bagmati,84,45,25000,2016
771,Yamaha,280000,150,Bheri,11,48,19000,2021
772,Bajaj,158000,200,Bagmati,82,35,17500,2016
773,Honda,249000,125,Bagmati,136,55,1900,2022
774,Yamaha,95000,150,Bagmati,55,35,42000,2013
775,Honda,165000,110,Bagmati,107,35,11749,2019
776,Honda,165000,110,Bagmati,107,35,11749,2019
777,Honda,130000,160,Bagmati,78,42,5800,2016
778,Honda,75000,150,Bagmati,41,40,72000,2010
779,Yamaha,205000,125,Bagmati,128,45,13850,2020
780,Honda,115000,125,Bagmati,63,50,37500,2014
781,KTM,315000,125,Bagmati,96,32,29000,2018
782,KTM,250000,200,Bagmati,81,30,30000,2018
783,Benelli,135000,150,2,115,45,33000,2019
784,Bajaj,199000,220,Bagmati,111,45,17000,2019
785,Yamaha,270000,150,Lumbini,70,45,23000,2021
786,Bajaj,222000,200,Bagmati,112,32,12700,2019
787,Yamaha,168000,150,Bagmati,99,48,25000,2018
788,Royal Enfield,560000,350,Bagmati,130,35,7500,2021
789,Honda,135000,115,Bagmati,87,50,15000,2016
790,Honda,55000,150,Bagmati,35,40,35000,2011
791,Royal Enfield,410000,350,Bagmati,103,35,25500,2018
792,Bajaj,180000,220,Bagmati,101,35,20500,2018
793,Bajaj,225000,200,Bagmati,103,40,18000,2018
794,Honda,139000,125,Bagmati,95,40,20000,2018
795,Bajaj,300000,220,Bagmati,132,40,4000,2021
796,Royal Enfield,337000,350,Bagmati,83,35,22000,2017
797,Yamaha,350000,250,Bagmati,14,35,12000,2019
798,Royal Enfield,310000,350,Bagmati,76,30,35000,2016
799,Bajaj,310000,200,Janakpur,2,30,21000,2020
800,Honda,220000,125,Bagmati,131,55,5500,2021
801,Honda,83900,110,Bagmati,61,35,19000,2014
802,Yamaha,70000,125,Bagmati,53,40,38000,2015
803,KTM,450000,200,Bagmati,125,25,8000,2021
804,Yamaha,365000,150,Bagmati,136,45,5360,2022
805,Hero,40000,100,Bagmati,45,35,31551,2011
806,Honda,98000,110,Bagmati,67,30,24000,2018
807,Honda,65000,110,Bagmati,46,60,31000,2012
808,Suzuki,220000,155,Bagmati,122,40,16716,2020
809,Yamaha,125000,110,Bagmati,112,30,14000,2019
810,Hero,75000,100,Bagmati,58,50,35000,2013
811,Bajaj,280000,200,Rapti,130,45,10000,2021
812,Yamaha,310000,150,Bagmati,119,50,16000,2020
813,Royal Enfield,349999,350,Bagmati,89,35,19767,2017
814,Royal Enfield,359999,350,Bagmati,91,35,26248,2017
815,KTM,209000,200,Bagmati,69,35,32000,2015
816,Yamaha,309999,155,Bagmati,106,40,11260,2019
817,Yamaha,95000,110,Bagmati,95,25,37830,2016
818,Honda,210000,125,Bagmati,134,60,2490,2022
819,Yamaha,94000,110,Bagmati,86,30,34555,2016
820,Hero,46500,100,Bagmati,44,35,33000,2011
821,Hero,83000,125,Bagmati,62,45,42000,2014
822,Royal Enfield,455000,350,Bagmati,118,35,15000,2020
823,Yamaha,124000,110,Bagmati,101,30,90274,2018
824,Honda,167000,125,Bagmati,110,35,90274,2019
825,Yamaha,99000,115,Bagmati,81,40,21000,2016
826,Honda,280000,250,Bagmati,65,30,34000,2015
827,Hero,72000,100,Bagmati,58,55,30000,2013
828,Bajaj,225000,200,Bagmati,12,32,25000,2019
829,Hartford,155000,150,Bagmati,54,35,25000,2012
830,Honda,57000,110,Bagmati,50,35,26500,2012
831,Yamaha,250000,150,Bagmati,132,50,5700,2019
832,Honda,69500,110,Bagmati,53,38,5700,2012
833,Cross X,475000,250,Bagmati,99,20,5000,2019
834,Bajaj,200000,200,Bagmati,89,35,15000,2017
835,Honda,180000,125,Narayani,17,20,7000,2017
836,Crossfire,439999,250,Bagmati,119,15,22014,2020
837,Honda,369999,150,Bagmati,98,40,16802,2018
838,Honda,150000,125,Bagmati,103,35,32000,2018
839,Honda,84000,110,Bagmati,59,30,7500,2014
840,Bajaj,199000,200,Bagmati,114,35,22000,2020
841,TVS,225000,125,Bagmati,125,30,7300,2021
842,Bajaj,70000,220,Bagmati,41,30,48000,2010
843,Bajaj,300000,200,Bagmati,28,34,10000,2021
844,Bajaj,124000,150,Bagmati,80,45,25000,2016
845,Honda,137000,110,Bagmati,97,40,20000,2018
846,Bajaj,295000,220,Bagmati,120,33,13000,2020
847,Honda,600000,200,Bagmati,52,35,80000,2001
848,Suzuki,135000,150,Bagmati,75,38,30000,2016
849,Bajaj,95000,250,Bagmati,70,30,35000,2013
850,Yamaha,227999,150,Bagmati,120,45,7000,2020
851,Crossfire,415000,250,Bagmati,102,15,9000,2018
852,Crossfire,299999,250,Bagmati,110,15,15239,2019
853,Benelli,570000,300,Bagmati,74,22,9831,2016
854,Bajaj,90000,150,Bagmati,58,45,36000,2013
855,Yamaha,265000,155,Bagmati,104,40,2317,2018
856,Yamaha,47000,150,Bagmati,30,45,33000,2008
857,Bajaj,192000,200,3,101,25,22000,2018
858,Yamaha,220000,125,Bagmati,29,45,9500,2021
859,KTM,510000,200,Bagmati,134,30,8400,2021
860,Bajaj,115000,200,Bagmati,70,35,23000,2015
861,Honda,142000,110,Bagmati,97,40,13000,2018
862,Honda,122000,110,Bagmati,77,40,7500,2016
863,Bajaj,235000,400,3,102,32,25700,2017
864,Honda,105000,110,Bagmati,68,40,11000,2015
865,Honda,157000,125,Bagmati,109,35,14000,2019
866,Bajaj,210000,160,Bagmati,29,35,13500,2021
867,Hero,101000,125,Bagmati,71,48,34732,2015
868,Honda,57000,110,Bagmati,50,35,30009,2012
869,Mahindra,77000,125,Bagmati,73,35,14000,2015
870,Um,198000,220,Bagmati,125,30,13000,2018
871,Honda,93000,110,Bagmati,66,35,32107,2014
872,Bajaj,80000,150,Bagmati,72,40,45000,2015
873,Bajaj,165000,200,Bagmati,86,30,40000,2018
874,KTM,500000,200,Bagmati,123,30,10000,2021
875,Bajaj,155000,150,Bagmati,103,35,32000,2018
876,TVS,210000,125,Bagmati,129,35,9248,2021
877,TVS,70000,180,Bagmati,45,33,28191,2010
878,Honda,134000,110,Bagmati,92,30,22000,2018
879,Bajaj,130000,220,Bagmati,67,35,54000,2015
880,Bajaj,92000,220,Bagmati,52,30,54000,2012
881,Vespa,90000,150,Bagmati,71,40,65000,2012
882,Bajaj,285000,220,Bagmati,112,35,65000,2019
883,Honda,120000,125,Bagmati,76,40,40000,2017
884,Bajaj,200000,200,Gandaki,15,35,30000,2018
885,Bajaj,35000,200,Bagmati,30,30,40000,2010
886,Bajaj,135000,220,Bagmati,65,30,46000,2014
887,Benelli,240000,150,Bagmati,33,45,3100,2021
888,Yamaha,285000,150,Bagmati,127,45,15000,2021
889,Honda,115000,110,Bagmati,72,22,35000,2016
890,Bajaj,172000,200,Bagmati,84,35,27000,2017
891,Royal Enfield,505000,350,Bagmati,111,30,18000,2019
892,Honda,105000,125,Bagmati,53,45,33000,2012
893,Hero,98000,125,Bagmati,105,35,13020,2019
894,Aprilia,185000,150,Bagmati,105,35,10700,2019
895,Benelli,165000,150,Bagmati,122,35,20000,2020
896,Honda,115000,125,Bagmati,86,38,20000,2017
897,Honda,245000,150,Bagmati,46,45,52000,2011
898,Honda,180000,110,Bagmati,116,35,12000,2019
899,Honda,125900,110,Bagmati,86,39,34400,2017
900,TVS,75000,160,Bagmati,48,40,30000,2011
901,KTM,355000,250,Bagmati,89,28,23000,2017
902,Yamaha,65000,150,Bagmati,46,40,46000,2011
903,Bajaj,120000,220,3,73,45,50000,2016
904,Bajaj,215000,200,Bagmati,111,35,10050,2019
905,Bajaj,249000,400,Bagmati,91,30,2200,2018
906,Bajaj,149000,200,Bagmati,86,35,26000,2017
907,Crossfire,249000,250,Bagmati,90,25,26000,2018
908,Bajaj,59000,220,Bagmati,38,35,39000,2010
909,Yamaha,135000,150,Bagmati,77,40,35000,2016
910,Bajaj,308900,220,Bagmati,134,40,9000,2021
911,Bajaj,165000,200,Bagmati,83,35,51000,2017
912,Hero,77900,150,Bagmati,73,40,51000,2016
913,Suzuki,400000,250,Bagmati,120,45,14500,2020
914,TVS,190000,125,Bagmati,124,35,6000,2021
915,Yamaha,185000,150,Bagmati,96,45,27000,2016
916,Aprilia,149000,125,Bagmati,105,39,14000,2019
917,Yamaha,223000,125,3,134,55,5000,2021
918,Bajaj,160000,200,Bagmati,85,35,5000,2017
919,Royal Enfield,560000,350,Bagmati,131,30,6000,2021
920,Benelli,480000,300,Bagmati,96,30,23000,2018
921,Bajaj,110000,200,Bagmati,63,25,40000,2015
922,Hero,85000,150,Bagmati,75,40,51000,2016
923,Honda,400000,190,Bagmati,75,40,19000,2019
924,Honda,65000,125,Bagmati,34,50,49000,2014
925,Yamaha,360000,250,Bagmati,129,40,4500,2021
926,Royal Enfield,585000,350,Bagmati,130,35,6000,2021
927,KTM,350000,200,Bagmati,95,30,21000,2018
928,Crossfire,320000,250,Bagmati,113,30,10000,2019
929,Hero,97000,125,Bagmati,80,45,27000,2016
930,Bajaj,112000,220,Bagmati,68,30,47000,2015
931,Honda,750000,350,Bagmati,132,32,2500,2021
932,Honda,60000,150,Bagmati,27,30,616414,2011
933,Hero,37000,110,Bagmati,27,50,30000,2009
934,Honda,154990,160,Bagmati,94,45,30000,2017
935,Bajaj,260000,220,Bagmati,122,35,17200,2020
936,Honda,70000,150,Bagmati,38,52,36000,2010
937,Honda,599999,190,Bagmati,16,40,7500,2020
938,Bajaj,160000,150,Bagmati,93,41,43677,2017
939,Suzuki,129000,160,Bagmati,83,40,29000,2017
940,Yamaha,330000,250,Bagmati,19,40,25000,2020
941,Hero,35000,100,Bagmati,43,25,35000,2009
942,Bajaj,154000,150,Bagmati,105,40,35000,2019
943,Bajaj,124000,150,Bagmati,80,40,22000,2017
944,Bajaj,345000,220,Bagmati,125,35,3100,2021
945,Cross X,395000,250,Bagmati,91,25,17000,2017
946,Crossfire,335000,250,Bagmati,97,25,18562,2018
947,Yamaha,145000,150,Bagmati,82,45,34200,2016
948,TVS,155000,180,Bagmati,70,45,38800,2015
949,Mahindra,15000,125,Bagmati,30,25,8888,2008
950,Bajaj,85000,220,Bagmati,62,45,36000,2015
951,Bajaj,121000,125,Bagmati,121,75,11000,2021
952,Hero,43000,100,Bagmati,32,75,36000,2009
953,Hero,69000,125,Bagmati,56,75,36000,2013
954,Honda,89000,125,Bagmati,59,75,33000,2013
955,Aprilia,129000,125,Bagmati,94,40,23000,2018
956,Honda,169000,110,Bagmati,118,45,14000,2020
957,Bajaj,119000,200,Bagmati,73,45,30000,2016
958,Bajaj,212000,150,Bagmati,129,50,7000,2021
959,Yamaha,285000,150,Bagmati,135,40,7000,2022
960,Bajaj,250000,200,Bagmati,114,40,9000,2019
961,Bajaj,250000,150,Bagmati,136,45,2700,2022
962,Bajaj,55000,150,Bagmati,27,40,45000,2007
963,Bajaj,143000,220,Bagmati,84,35,21000,2017
964,Motorhead,199999,200,Bagmati,102,27,15000,2019
965,Yamaha,122000,150,Bagmati,69,45,29000,2015
966,Bajaj,90000,150,Bagmati,60,37,52000,2013
967,Bajaj,222000,200,Bagmati,112,35,12661,2019
968,Honda,145000,125,Bagmati,98,35,20000,2018
969,Honda,120000,125,Bagmati,72,35,25000,2016
970,Bajaj,175000,200,Bagmati,94,30,33000,2018
971,Bajaj,59999,150,Bagmati,51,45,33000,2012
972,Bajaj,90000,220,Bagmati,42,35,33000,2010
973,Bajaj,140000,200,Bagmati,78,35,33000,2016
974,Yamaha,80000,150,Bagmati,61,40,36000,2014
975,Suzuki,165000,155,Bagmati,131,45,3273,2018
976,Honda,75000,110,Bagmati,54,40,38000,2013
977,Bajaj,112000,220,Bagmati,65,35,40000,2014
978,Yamaha,210000,150,Bagmati,106,45,17900,2019
979,Bajaj,235000,220,Janakpur,56,40,12000,2020
980,Bajaj,157000,200,Bagmati,92,30,40000,2017
981,Royal Enfield,360000,350,Bagmati,84,34,17000,2017
982,Bajaj,177000,125,Bagmati,129,45,6500,2021
983,Honda,130000,110,Bagmati,89,35,24000,2017
984,KTM,330000,200,Bagmati,99,25,15000,2018
985,Honda,455000,150,Bagmati,121,40,9000,2021
986,Benelli,285000,150,Bagmati,25,40,15000,2021
987,Suzuki,100000,155,Bagmati,74,30,32000,2016
988,Suzuki,170000,125,2,16,35,15000,2021
